calorien,dichtheid,gedronken,is_belgisch,is_speciaal,pct_alcohol,pct_eiwitten,pct_gist,pct_hop,recensie,suiker,water_kw,zuur,beoordeling
17.0,0.9984,7.0,0.0,0.0,10.8,9.3,1.68,8.0,2.8,2.2,0.67,0.41,7.0
33.0,0.9974,6.0,1.0,0.0,9.9,9.4,1.54,12.6,2.9,2.4,0.57,0.24,6.0
11.0,0.9933,7.0,0.0,0.0,7.3,11.5,1.18,6.1,4.4,1.2,0.52,0.39,7.0
119.0,0.992,27.0,0.0,1.0,7.4,11.2,0.72,7.2,3.3,1.9,0.49,0.32,7.0
60.0,0.998,17.0,0.0,0.0,11.2,9.8,1.5,5.6,3.4,1.9,0.58,0.56,7.0
119.0,0.9919,12.0,1.0,1.0,6.4,10.4,0.74,6.2,4.7,1.5,0.51,0.28,8.0
112.0,0.997,18.0,1.0,1.0,7.3,9.6,0.74,4.2,5.3,10.9,0.5,0.3,7.0
119.0,0.994,24.0,0.0,1.0,8.1,10.1,0.72,3.4,3.6,1.6,0.52,0.21,7.0
113.0,0.9986,41.0,0.0,1.0,5.7,8.9,0.88,4.4,3.9,16.0,0.46,0.2,7.0
159.0,0.9919,49.0,0.0,1.0,6.0,11.0,0.62,6.6,5.3,1.8,0.53,0.2,7.0
102.0,0.9918,13.0,1.0,1.0,7.5,11.0,0.7,3.4,2.6,1.4,0.74,0.34,6.0
50.0,0.9932,17.0,0.0,1.0,6.0,12.0,0.64,3.8,2.8,9.7,0.66,0.37,7.0
101.0,0.9918,19.0,1.0,1.0,8.6,12.4,0.52,9.7,2.2,4.1,0.38,0.29,6.0
94.0,0.991,21.0,0.0,1.0,6.1,12.3,0.58,6.8,4.4,4.7,0.62,0.46,7.0
150.0,0.991,37.0,1.0,1.0,5.6,11.5,0.54,4.2,4.5,4.4,0.31,0.24,8.0
120.0,0.9924,34.0,0.0,1.0,8.8,11.2,0.56,3.8,1.7,5.0,0.47,0.3,6.0
135.0,0.9927,37.0,0.0,1.0,6.8,10.6,0.64,4.8,3.7,4.6,0.39,0.34,6.0
96.0,0.9917,17.0,0.0,1.0,7.9,11.0,0.9,3.8,3.2,1.5,0.39,0.45,7.0
118.0,0.9897,33.0,1.0,1.0,5.5,12.5,0.58,6.0,5.0,1.9,0.66,0.25,7.0
45.0,0.9959,30.0,1.0,0.0,6.9,10.0,1.66,8.0,4.2,2.5,0.58,0.24,6.0
117.0,0.9918,37.0,0.0,1.0,6.3,11.3,0.8,3.4,4.0,4.2,0.43,0.32,7.0
167.0,0.9995,38.0,0.0,1.0,6.9,9.1,0.86,3.8,1.6,19.25,0.52,0.31,8.0
101.0,0.9904,35.0,1.0,1.0,5.8,11.4,0.84,5.2,5.0,1.0,0.48,0.29,8.0
125.0,0.9957,50.0,1.0,1.0,5.7,10.1,0.98,5.0,3.7,9.8,0.45,0.22,7.0
201.0,0.997,63.0,1.0,1.0,8.0,9.5,0.86,4.4,3.0,10.4,0.53,0.32,7.0
189.5,0.9942,73.5,1.0,1.0,5.7,9.4,4.02,5.2,4.3,4.1,0.38,0.27,7.0
133.0,0.9961,21.0,1.0,1.0,6.5,9.8,0.84,5.4,5.5,8.2,0.64,0.26,7.0
234.0,0.9985,67.0,0.0,1.0,6.7,9.0,1.08,8.4,4.0,9.7,0.5,0.46,6.0
177.0,1.0004,32.0,0.0,1.0,8.1,9.0,1.18,5.6,4.3,15.4,0.58,0.46,5.0
167.0,0.9963,35.0,0.0,1.0,6.7,9.4,1.12,7.0,2.5,8.8,0.47,0.48,6.0
124.0,0.9948,10.0,0.0,1.0,6.8,9.6,0.78,7.2,4.5,1.6,0.67,0.32,6.0
70.0,0.9899,15.0,1.0,1.0,6.2,12.7,0.72,6.4,3.4,2.2,0.48,0.32,7.0
85.0,0.9971,27.0,0.0,0.0,7.6,9.0,1.48,9.8,5.3,1.9,0.58,0.33,6.0
79.0,0.9941,6.0,1.0,1.0,6.7,12.5,0.76,6.2,3.3,14.5,0.34,0.32,6.0
19.0,0.9915,5.0,1.0,1.0,6.9,12.6,0.44,7.8,4.6,4.6,0.37,0.4,4.0
42.0,0.9936,23.0,1.0,0.0,7.2,12.9,1.36,7.6,4.8,2.8,0.72,0.38,8.0
122.0,0.9923,27.0,0.0,1.0,6.7,10.3,0.86,3.4,3.3,2.1,0.45,0.5,7.0
158.0,0.9955,37.0,1.0,1.0,7.8,11.3,0.66,8.6,3.3,13.0,0.35,0.49,7.0
61.0,0.9895,17.0,0.0,1.0,5.2,12.0,0.96,4.2,4.0,1.7,0.37,0.31,8.0
180.0,0.9951,53.0,1.0,1.0,6.4,9.6,1.0,6.4,3.3,7.9,0.5,0.26,6.0
129.0,0.989,26.0,1.0,1.0,5.8,12.9,0.7,8.4,4.7,2.2,0.47,0.3,7.0
278.0,0.9932,37.5,1.0,0.0,7.9,12.3,1.0,6.0,2.2,8.3,0.51,0.68,8.0
109.0,0.9998,30.0,0.0,0.0,8.9,9.3,1.72,11.9,4.3,7.9,0.57,0.41,6.0
156.0,0.996,36.0,1.0,1.0,6.9,9.4,0.84,5.0,3.3,8.4,0.55,0.47,7.0
76.0,0.99,19.0,0.0,1.0,9.0,12.9,2.04,7.6,1.6,2.1,0.57,0.53,6.0
126.0,0.99,26.0,0.0,1.0,7.1,12.2,0.54,6.8,4.5,1.5,0.33,0.49,8.0
210.0,0.9972,68.0,0.0,1.0,7.0,9.5,1.12,8.8,2.6,12.1,0.5,0.24,6.0
195.0,1.0,41.5,0.0,1.0,7.3,9.1,0.98,5.2,2.6,17.85,0.44,0.33,8.0
28.0,0.9893,4.0,0.0,1.0,7.1,12.0,0.38,4.0,3.7,0.9,0.36,0.3,7.0
99.0,0.9896,27.0,1.0,1.0,7.8,13.0,0.48,5.6,2.0,3.4,0.37,0.25,7.0
49.0,0.9972,7.0,0.0,0.0,6.6,10.3,1.66,12.8,4.9,6.1,0.68,0.31,6.0
73.0,0.9904,22.0,0.0,1.0,6.2,11.3,0.62,4.0,4.0,1.0,0.52,0.31,7.0
162.0,0.9956,35.0,1.0,1.0,6.4,9.9,0.8,5.2,5.2,7.1,0.58,0.21,7.0
20.0,0.997,6.0,0.0,0.0,10.6,11.7,2.22,9.6,4.2,2.2,0.66,0.64,7.0
122.0,0.9917,22.0,1.0,1.0,8.0,12.8,0.68,11.4,4.4,3.9,0.67,0.39,8.0
16.0,0.997,6.0,0.0,0.0,10.4,11.3,3.48,6.8,3.6,3.7,0.7,0.58,7.0
122.0,0.9939,37.0,0.0,1.0,8.2,12.0,0.7,7.2,3.4,7.6,0.34,0.29,6.0
103.0,0.9932,23.0,0.0,1.0,7.9,10.5,0.88,6.6,3.6,1.2,0.54,0.26,7.0
222.0,0.9953,61.0,1.0,1.0,6.0,9.3,0.96,5.6,3.6,6.8,0.47,0.49,6.0
54.0,0.9975,41.0,1.0,0.0,10.2,10.5,1.36,8.0,5.1,2.5,0.86,0.4,7.0
138.0,0.9912,40.0,0.0,1.0,7.9,12.8,0.66,9.2,3.6,4.1,0.44,0.32,8.0
142.0,0.992,24.0,0.0,1.0,6.2,12.3,0.58,9.4,3.9,8.3,0.45,0.19,7.0
107.0,0.9931,27.0,0.0,1.0,5.1,11.0,0.52,5.8,5.0,8.3,0.37,0.28,7.0
105.0,0.9915,31.0,1.0,1.0,6.8,12.3,0.58,6.4,2.2,8.7,0.34,0.32,8.0
103.0,0.9987,14.0,1.0,1.0,7.2,9.2,0.86,4.0,2.6,16.2,0.36,0.61,7.0
121.0,0.9921,40.0,0.0,1.0,6.8,12.0,0.64,4.2,3.6,6.3,0.53,0.4,8.0
111.0,0.9932,13.0,0.0,1.0,5.6,12.4,0.76,5.2,5.6,10.2,0.46,0.0,7.0
123.0,0.996,38.0,1.0,1.0,7.6,10.3,0.98,3.6,6.8,2.4,0.46,0.36,6.0
234.0,0.9985,67.0,1.0,1.0,6.7,9.0,1.08,8.4,4.0,9.7,0.5,0.46,6.0
88.0,0.9903,34.0,0.0,1.0,6.5,12.5,0.72,6.6,4.1,3.8,0.63,0.3,8.0
173.0,0.9934,52.0,1.0,1.0,6.7,9.5,1.14,5.0,2.3,2.9,0.48,0.33,8.0
118.0,0.9983,39.0,0.0,1.0,6.6,9.1,0.92,4.4,2.6,14.4,0.5,0.29,7.0
121.0,0.9923,23.0,1.0,1.0,6.1,9.9,0.72,8.2,4.0,1.3,0.61,0.04,7.0
45.0,0.9982,26.0,0.0,0.0,6.8,10.1,1.68,8.2,5.1,8.8,0.64,0.31,7.0
211.0,0.9968,41.0,0.0,1.0,8.1,10.0,0.86,4.8,3.0,11.0,0.49,0.26,7.0
204.0,0.9982,62.0,0.0,1.0,7.5,9.5,0.78,6.2,2.6,14.8,0.6,0.51,6.0
101.0,0.9918,19.0,0.0,1.0,8.6,12.4,0.52,9.7,2.2,4.1,0.38,0.29,6.0
134.0,1.0014,31.0,1.0,0.0,8.6,9.3,2.34,14.5,4.7,6.6,1.07,0.24,6.0
98.0,0.9914,26.0,0.0,1.0,7.2,12.5,0.76,7.2,1.6,5.7,0.59,0.36,8.0
133.0,0.9992,43.0,1.0,1.0,6.5,8.8,0.76,4.6,4.2,16.3,0.41,0.36,6.0
142.0,0.9974,20.0,0.0,1.0,8.5,10.0,0.88,4.8,3.7,10.4,0.53,0.39,7.0
59.0,0.9943,16.0,0.0,0.0,5.6,9.9,1.78,12.3,6.7,1.6,0.52,0.0,6.0
124.0,0.9914,39.0,0.0,1.0,6.6,11.0,1.36,5.0,4.8,1.1,0.58,0.29,8.0
77.0,0.9951,19.0,0.0,0.0,7.7,10.9,1.04,5.2,3.3,2.0,0.79,0.26,7.0
11.0,0.997,4.0,1.0,0.0,6.4,9.5,1.34,11.4,5.7,1.8,0.68,0.02,6.0
156.0,0.9958,37.0,0.0,1.0,7.6,11.8,0.68,10.4,3.3,14.0,0.38,0.49,8.0
23.0,0.9996,4.0,0.0,0.0,11.5,10.1,2.08,3.6,4.3,4.0,0.97,0.51,7.0
106.0,0.9875,33.0,0.0,1.0,5.0,14.0,0.72,9.1,3.8,1.9,0.83,0.18,8.0
90.0,0.9962,48.0,0.0,0.0,7.8,10.8,1.48,16.3,5.1,2.6,0.62,0.01,6.0
44.0,0.9949,34.0,0.0,0.0,7.5,9.3,1.46,11.6,2.9,2.0,0.43,0.2,6.0
60.0,0.9955,15.0,0.0,0.0,7.7,10.9,0.94,19.2,5.0,2.0,0.44,0.2,6.0
174.0,0.9983,38.0,1.0,1.0,7.3,9.0,1.0,4.8,2.4,15.4,0.42,0.34,7.0
176.0,0.9929,43.0,1.0,1.0,7.3,9.9,0.88,6.8,3.3,1.4,0.46,0.22,6.0
89.0,0.9893,18.0,1.0,1.0,5.1,12.5,0.54,6.6,6.1,1.6,0.38,0.22,8.0
104.0,0.9945,45.0,1.0,1.0,6.8,9.9,0.88,2.2,3.7,8.6,0.37,0.27,7.0
82.0,0.9913,14.0,1.0,1.0,6.9,11.2,0.66,3.0,2.9,2.3,0.58,0.29,8.0
131.0,0.9956,17.0,0.0,1.0,8.9,9.4,1.0,6.4,3.2,1.6,0.34,0.49,6.0
140.0,0.9933,58.0,1.0,1.0,5.7,10.6,0.8,4.2,4.4,4.5,0.62,0.37,7.0
25.0,0.9972,8.0,0.0,0.0,7.0,9.5,1.32,13.0,5.8,2.1,0.67,0.02,7.0
142.0,0.9958,28.0,1.0,1.0,7.6,10.2,5.1,7.2,3.1,8.3,0.43,0.44,7.0
85.0,0.9928,17.0,0.0,1.0,7.2,11.7,0.72,4.6,2.9,6.4,0.78,0.46,7.0
126.0,0.9958,38.0,1.0,1.0,7.0,9.2,0.9,3.2,3.8,8.3,0.34,0.32,6.0
87.0,0.9928,18.0,0.0,1.0,6.1,9.6,1.02,4.4,4.5,1.5,0.46,0.49,6.0
158.0,0.9964,55.0,1.0,1.0,6.1,10.6,0.84,3.0,4.0,15.8,0.37,0.35,6.0
156.0,0.9912,23.0,0.0,1.0,7.2,11.1,1.04,5.6,3.2,2.0,0.52,0.38,6.0
84.0,0.9922,26.0,1.0,1.0,7.3,10.7,0.8,5.4,4.3,1.3,0.53,0.3,7.0
174.0,0.999,28.0,0.0,1.0,7.5,9.7,1.08,8.2,3.6,14.8,0.49,0.23,6.0
166.0,0.9954,49.0,0.0,1.0,6.7,9.9,0.8,4.8,3.1,9.4,0.61,0.41,7.0
140.0,0.998,38.0,0.0,1.0,7.3,9.6,0.8,5.6,4.5,12.7,0.79,0.36,7.0
174.0,0.9966,44.0,0.0,1.0,7.4,9.7,0.9,3.6,3.0,10.4,0.57,0.3,7.0
166.0,0.9976,26.0,0.0,1.0,5.8,8.9,0.94,6.6,2.9,16.05,0.46,0.2,6.0
124.0,0.9954,19.0,0.0,1.0,6.4,10.6,0.78,7.0,3.7,12.6,0.43,0.28,7.0
46.0,0.9985,12.0,0.0,0.0,8.0,10.7,1.64,10.0,5.5,2.6,0.62,0.39,7.0
131.0,0.9958,40.0,0.0,1.0,8.0,10.8,0.7,5.8,3.3,11.7,0.34,0.49,6.0
87.0,0.9906,49.0,0.0,1.0,8.1,11.1,0.46,4.0,1.6,0.9,0.36,0.28,7.0
120.0,0.9941,24.0,1.0,1.0,5.7,10.8,0.8,5.0,4.7,11.5,0.31,0.27,7.0
49.0,0.9963,23.0,0.0,0.0,7.9,9.3,1.54,7.4,4.3,1.8,0.67,0.23,6.0
194.0,0.9954,50.0,0.0,1.0,6.7,9.6,1.24,5.2,3.2,8.0,0.5,0.51,6.0
66.0,0.9931,18.0,0.0,1.0,6.3,10.3,0.92,3.2,6.9,1.3,0.55,0.22,7.0
73.0,0.9898,14.0,1.0,1.0,5.6,11.6,0.82,4.8,2.5,2.0,0.45,0.34,8.0
151.0,0.9926,46.0,1.0,1.0,8.0,12.7,0.62,8.8,3.4,9.1,0.27,0.49,9.0
111.0,0.9925,30.0,1.0,1.0,6.5,9.4,0.82,4.8,2.1,1.2,0.46,0.19,7.0
126.0,1.0002,32.0,0.0,1.0,8.3,9.7,1.08,4.4,3.9,14.8,0.5,0.38,6.0
133.0,0.9955,34.0,0.0,1.0,6.5,9.5,0.88,6.2,3.9,7.5,0.5,0.14,6.0
212.0,0.9986,68.0,1.0,1.0,7.6,10.0,0.9,8.9,5.9,14.5,0.36,0.44,7.0
145.0,0.9966,21.0,1.0,1.0,7.6,9.4,0.8,6.2,2.5,10.5,0.35,0.29,6.0
150.0,0.9917,18.0,0.0,1.0,7.4,11.2,1.1,3.2,4.0,1.2,0.47,0.49,7.0
139.0,0.9902,49.0,0.0,1.0,7.1,13.6,0.8,7.4,3.5,6.2,0.27,0.3,7.0
157.0,0.9916,47.0,1.0,1.0,7.1,10.5,0.9,3.6,1.8,1.4,0.31,0.42,7.0
87.0,0.9908,16.0,0.0,1.0,6.2,11.8,0.72,5.2,4.7,2.0,0.61,0.29,7.0
156.0,0.991,33.0,1.0,1.0,7.8,12.8,0.66,6.0,4.4,1.8,0.52,0.74,7.0
150.0,0.995,32.0,1.0,1.0,6.9,9.8,1.34,3.8,5.0,5.0,0.48,0.35,6.0
114.0,0.9906,37.0,0.0,1.0,7.2,12.3,0.66,6.4,2.9,2.0,0.71,0.36,8.0
25.0,0.9926,19.0,1.0,0.0,5.6,12.9,1.46,12.1,6.5,2.4,0.55,0.05,6.0
56.0,0.9908,18.0,1.0,1.0,7.6,12.4,0.8,5.4,2.6,5.0,0.48,0.34,7.0
22.0,1.0,11.0,1.0,0.0,12.7,9.3,1.64,11.8,2.2,2.3,0.7,0.45,7.0
122.0,0.9923,37.0,1.0,1.0,7.0,12.5,0.54,4.4,2.6,9.2,0.34,0.26,9.0
59.0,0.9898,13.0,0.0,1.0,5.2,11.9,0.56,3.1,4.5,1.6,0.84,0.33,9.0
13.0,0.9964,7.0,0.0,0.0,7.7,10.8,1.1,12.0,5.1,2.6,0.56,0.0,6.0
178.0,0.9976,53.0,0.0,1.0,7.4,9.0,1.34,5.0,2.2,13.2,0.48,0.36,7.0
165.0,0.997,30.0,1.0,1.0,5.9,9.5,1.04,5.0,4.0,11.3,0.44,0.25,7.0
28.0,0.9893,4.0,0.0,1.0,7.1,12.0,0.38,4.0,3.7,0.9,0.36,0.3,7.0
112.0,0.9958,10.0,0.0,1.0,9.1,10.1,1.18,5.6,3.3,2.0,0.46,0.49,6.0
180.0,0.9988,26.0,1.0,1.0,7.5,9.1,1.0,4.8,2.6,13.1,0.53,0.31,7.0
187.0,0.9927,50.0,0.0,1.0,6.1,9.5,0.98,6.0,3.6,1.4,0.45,0.47,6.0
109.0,0.9925,26.0,0.0,1.0,7.2,10.6,0.68,6.6,4.3,1.4,0.57,0.28,7.0
215.0,0.9967,56.0,1.0,1.0,6.9,8.8,1.12,5.8,3.5,8.6,0.44,0.23,6.0
142.0,0.9889,38.0,0.0,1.0,5.9,12.9,0.6,6.8,5.3,2.0,0.41,0.31,8.0
147.0,0.9982,31.0,1.0,1.0,6.6,9.2,0.9,6.6,2.8,16.05,0.52,0.24,6.0
130.0,0.9918,19.0,0.0,1.0,7.2,12.8,0.46,5.2,3.3,7.0,0.49,0.24,8.0
96.0,0.9894,18.0,0.0,1.0,5.2,13.0,0.76,6.0,6.5,1.5,0.48,0.34,9.0
242.0,0.9952,52.0,0.0,1.0,6.8,10.5,0.94,3.6,3.9,8.5,0.53,0.28,7.0
143.0,0.9933,33.0,1.0,1.0,5.7,11.07,1.0,6.2,4.6,7.3,0.5,0.29,7.0
194.0,0.9976,77.0,1.0,1.0,7.4,8.7,1.02,8.2,2.6,10.8,0.46,0.66,6.0
28.0,0.9961,10.0,0.0,0.0,8.2,10.2,1.26,8.8,4.1,2.3,0.53,0.24,7.0
92.0,0.99,21.0,0.0,1.0,6.6,12.4,0.54,5.8,3.1,2.2,0.48,0.73,7.0
32.0,0.9976,16.0,1.0,0.0,7.4,10.2,1.76,19.3,6.7,2.2,0.67,0.0,6.0
31.0,0.9954,13.0,0.0,0.0,7.5,10.5,1.68,10.2,5.0,1.7,0.54,0.02,7.0
138.0,0.9917,45.0,1.0,1.0,6.2,11.2,0.74,7.8,4.0,4.8,0.43,0.24,8.0
160.0,0.9954,24.0,1.0,1.0,7.4,10.0,0.82,7.6,3.5,7.5,0.43,0.27,6.0
38.0,0.9968,14.0,0.0,0.0,7.2,9.0,1.94,12.6,5.0,1.9,0.58,0.0,7.0
45.0,0.9958,10.0,1.0,0.0,7.3,9.8,1.88,14.8,4.0,1.7,0.5,0.08,6.0
106.0,0.992,26.0,0.0,1.0,6.0,9.8,0.68,3.4,3.8,1.0,0.42,0.49,7.0
188.0,0.9974,49.0,1.0,1.0,7.4,9.7,1.1,6.0,6.2,8.2,0.58,0.49,7.0
117.0,0.9998,31.0,0.0,1.0,7.7,9.6,1.12,5.6,4.3,15.3,0.5,0.35,6.0
130.0,0.9942,29.0,0.0,1.0,8.7,9.8,0.92,3.0,3.9,1.6,0.38,0.3,7.0
86.0,0.9893,29.0,0.0,1.0,7.3,12.2,0.62,4.6,1.4,0.9,0.38,0.24,7.0
118.0,0.9936,17.0,1.0,1.0,6.4,11.2,0.56,5.4,3.6,10.8,0.37,0.29,7.0
12.0,0.9974,3.0,1.0,0.0,8.6,9.55,1.84,13.7,4.6,1.6,0.65,0.1,7.0
147.0,0.9912,40.0,0.0,1.0,6.6,11.4,1.0,3.2,2.6,1.8,0.44,0.29,8.0
96.0,0.9954,12.0,0.0,0.0,5.6,9.2,1.48,6.2,4.7,1.4,0.58,0.37,6.0
150.0,0.9953,41.0,0.0,1.0,7.4,10.3,1.04,4.6,2.6,8.6,0.46,0.38,6.0
51.0,0.9982,21.0,0.0,0.0,10.3,11.5,1.38,10.0,3.4,2.0,0.72,0.42,7.0
18.0,0.9967,5.0,1.0,0.0,8.6,9.4,1.92,10.4,3.7,1.5,0.52,0.38,6.0
134.0,0.9923,41.0,0.0,1.0,6.1,12.3,0.62,4.8,4.1,9.0,0.26,0.32,8.0
112.0,0.9931,19.0,0.0,1.0,6.4,9.2,1.18,10.0,3.6,2.4,0.4,0.2,7.0
173.0,0.9941,26.0,1.0,1.0,6.0,8.8,1.06,7.2,5.1,1.1,0.54,0.32,6.0
181.0,0.9983,60.0,1.0,1.0,7.0,9.3,0.64,6.0,3.6,14.9,0.61,0.38,8.0
186.0,0.9975,59.0,1.0,1.0,6.9,9.4,0.66,8.0,2.8,12.9,0.49,0.17,6.0
142.0,0.9895,41.0,1.0,1.0,6.1,12.7,0.84,6.0,4.6,2.2,0.44,0.32,8.0
46.0,0.9944,3.0,0.0,1.0,8.4,11.8,0.58,6.4,2.3,11.7,0.34,0.35,7.0
177.0,0.9917,21.0,0.0,1.0,7.0,11.4,0.84,6.0,3.7,2.2,0.57,0.28,6.0
62.0,0.9966,13.0,0.0,0.0,9.4,10.5,1.8,8.0,2.7,2.2,0.63,0.31,7.0
114.0,0.9917,27.0,1.0,1.0,7.2,12.7,0.52,5.4,3.2,5.4,0.84,0.37,6.0
147.0,0.9913,63.0,1.0,1.0,7.6,10.7,0.72,3.4,2.3,0.9,0.41,0.46,7.0
12.0,0.9959,7.0,1.0,0.0,7.2,9.5,1.56,13.1,4.8,1.8,0.39,0.03,6.0
181.0,0.9968,34.0,1.0,1.0,10.0,10.0,1.12,18.2,3.0,1.6,0.46,0.42,5.0
52.0,0.9958,30.0,1.0,0.0,7.2,10.1,1.42,6.8,5.6,2.0,0.58,0.24,6.0
117.0,0.992,30.0,1.0,1.0,7.7,12.2,0.6,5.4,3.0,5.3,0.42,0.35,7.0
34.0,0.9952,18.0,0.0,0.0,7.7,11.3,1.24,5.6,4.3,2.0,0.9,0.3,8.0
122.0,0.9905,29.0,0.0,1.0,5.4,11.3,1.02,5.1,5.0,1.2,0.66,0.33,7.0
58.0,0.9964,24.0,0.0,0.0,7.8,9.4,1.64,6.8,4.8,2.0,0.59,0.37,7.0
27.0,0.9974,11.0,1.0,0.0,8.3,9.4,1.6,5.2,3.8,2.0,0.8,0.42,7.0
197.0,0.998,29.0,1.0,1.0,8.4,9.7,0.84,8.0,2.6,13.1,0.64,0.7,6.0
129.0,0.9968,47.0,0.0,1.0,6.5,10.3,0.78,3.6,4.3,14.2,0.72,0.41,8.0
85.0,0.9906,16.0,1.0,1.0,6.8,12.4,0.84,5.6,3.6,2.3,0.56,0.35,7.0
65.0,0.9972,26.0,0.0,0.0,7.6,9.5,1.58,7.2,5.7,1.7,0.62,0.31,7.0
158.0,0.9927,67.0,0.0,1.0,7.5,10.6,0.82,3.6,2.2,4.6,0.38,0.45,7.0
41.0,0.9974,22.0,0.0,0.0,11.6,9.9,1.9,8.2,2.3,1.5,0.76,0.54,8.0
53.0,0.995,35.0,1.0,0.0,8.1,12.4,0.96,5.8,4.3,2.2,1.01,0.36,8.0
198.0,0.9969,53.0,0.0,1.0,6.8,9.5,0.9,5.2,4.2,11.75,0.55,0.43,6.0
159.0,0.9928,47.0,1.0,1.0,6.2,11.0,0.96,5.4,3.8,6.3,0.6,0.32,7.0
107.0,0.9935,14.0,0.0,1.0,6.9,10.4,0.58,3.0,4.0,4.4,0.46,0.28,9.0
140.0,0.9922,45.0,1.0,1.0,7.0,12.0,0.72,6.2,2.0,9.1,0.31,0.31,8.0
185.0,0.9928,23.0,1.0,1.0,6.8,12.0,1.76,6.8,6.1,2.8,0.7,0.74,7.0
14.0,0.9959,6.0,1.0,0.0,8.3,10.0,1.4,10.6,4.1,1.4,0.64,0.0,7.0
126.0,0.9905,45.0,0.0,1.0,6.0,11.6,0.78,4.0,4.6,1.1,0.45,0.33,8.0
114.0,0.9929,34.0,1.0,1.0,6.8,10.6,1.06,4.4,5.2,1.4,0.77,0.31,7.0
110.0,0.9958,22.0,1.0,1.0,6.9,10.7,0.8,4.4,4.8,9.3,0.54,0.32,8.0
14.0,0.9955,6.0,0.0,0.0,6.6,9.4,1.36,10.0,5.2,2.1,0.64,0.04,7.0
223.0,0.9948,88.0,1.0,1.0,6.4,10.2,0.72,3.4,4.3,6.7,0.35,0.27,7.0
156.0,0.9897,40.0,1.0,1.0,6.9,12.1,0.74,6.0,2.8,0.9,0.36,0.36,7.0
210.0,0.9959,57.0,1.0,1.0,6.8,9.0,0.94,5.2,2.9,7.7,0.47,0.22,6.0
41.0,0.9966,6.0,1.0,1.0,7.2,10.9,0.92,5.4,3.5,15.2,0.39,0.28,7.0
36.0,0.9936,14.0,0.0,0.0,7.9,12.6,1.32,6.2,5.3,1.9,0.56,0.32,7.0
209.0,0.9972,59.0,1.0,1.0,7.5,9.6,0.9,5.6,3.4,10.2,0.63,0.39,7.0
138.0,0.9921,62.0,0.0,1.0,6.7,10.0,0.82,5.4,3.8,1.3,0.42,0.12,7.0
180.0,0.9942,76.0,0.0,1.0,6.4,9.1,3.94,6.0,2.3,3.5,0.39,0.45,7.0
142.0,0.9962,20.0,0.0,1.0,6.4,10.6,0.8,5.8,2.9,15.6,0.54,0.2,6.0
113.0,0.9962,41.0,0.0,1.0,6.7,9.3,0.86,2.2,5.4,8.8,0.4,0.34,8.0
120.0,0.9919,36.0,1.0,1.0,5.1,11.5,0.68,7.0,5.1,6.8,0.4,0.26,7.0
169.0,0.9938,34.0,1.0,1.0,8.3,10.1,0.8,4.0,2.6,1.7,0.37,0.49,6.0
76.0,0.9893,13.0,1.0,1.0,6.1,12.6,0.48,5.8,3.8,1.7,0.51,0.27,8.0
202.0,0.9956,36.0,1.0,1.0,6.7,9.5,1.46,5.2,4.5,4.1,0.67,0.26,6.0
37.0,0.9992,6.0,1.0,0.0,11.9,10.0,1.44,11.6,2.6,2.5,0.56,0.66,6.0
110.0,0.9982,17.0,0.0,0.0,8.8,9.8,1.7,9.4,4.4,2.9,0.6,0.49,6.0
151.0,0.998,53.0,1.0,1.0,7.5,8.9,0.78,3.6,2.4,9.6,0.46,0.72,6.0
23.0,0.9968,9.0,0.0,0.0,8.1,10.3,1.38,13.2,4.5,2.2,1.2,0.22,6.0
224.0,0.9966,41.0,0.0,1.0,7.2,10.1,1.08,3.2,5.1,7.1,0.55,0.26,6.0
11.0,0.9962,4.0,1.0,0.0,7.2,10.9,1.72,14.5,5.3,4.65,0.39,0.05,6.0
234.0,1.0005,40.0,0.0,1.0,8.5,9.0,1.14,4.8,2.3,15.2,0.66,0.47,6.0
168.0,0.9921,69.0,1.0,1.0,4.7,10.5,0.72,6.7,5.8,1.3,0.46,0.14,6.0
104.0,0.9911,42.0,1.0,1.0,7.5,11.8,0.46,2.6,4.3,1.1,0.53,0.38,7.0
10.0,0.9968,6.0,1.0,0.0,11.8,10.2,1.42,5.2,3.7,1.8,0.72,0.52,8.0
168.0,0.9921,69.0,0.0,1.0,4.9,10.47,0.72,6.7,5.8,1.3,0.46,0.14,6.0
74.0,0.9945,42.0,0.0,0.0,10.0,11.8,1.66,5.2,2.0,1.9,0.63,0.54,9.0
216.0,0.996,67.0,0.0,1.0,6.3,9.2,0.8,4.8,4.0,8.1,0.5,0.55,6.0
98.0,0.9906,32.0,1.0,1.0,6.8,11.3,0.68,3.2,2.3,1.3,0.58,0.36,7.0
108.0,0.9928,14.0,0.0,1.0,8.2,11.5,1.14,4.0,3.6,3.5,0.35,0.49,7.0
112.0,0.9984,44.0,0.0,1.0,5.7,8.8,0.94,4.0,1.9,13.8,0.66,0.24,7.0
10.0,0.9957,3.0,1.0,0.0,11.1,10.9,1.2,6.2,2.3,2.2,0.83,0.53,8.0
118.0,0.9991,37.0,1.0,1.0,6.6,8.8,0.94,4.4,2.8,17.3,0.46,0.23,7.0
158.0,0.9997,41.0,1.0,1.0,6.6,8.7,0.84,4.2,4.3,18.15,0.39,0.49,7.0
144.0,0.9967,15.0,0.0,1.0,6.0,10.3,0.88,5.4,3.1,14.7,0.53,0.3,7.0
